offer_path,cv_path,score
../scraping/offres\Data_Science\Data Mining_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_32.txt,0.45
../scraping/offres\Data_Science\Data Mining_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_139.txt,0.42
../scraping/offres\Data_Science\Data Mining_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_39.txt,0.12
../scraping/offres\Data_Science\Data Science_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_17.txt,0.42
../scraping/offres\Data_Science\Data Science_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_14.txt,0.42
../scraping/offres\Data_Science\Data Science_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_114.txt,0.12
../scraping/offres\Data_Science\Data Science_job_1.txt,../scraping/cvs\others\others_cv_158.txt,0.12
../scraping/offres\Data_Science\Deep Learning_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_92.txt,0.12
../scraping/offres\Data_Science\Deep Learning_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_114.txt,0.2
../scraping/offres\Data_Science\Deep Learning_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_72.txt,0.12
../scraping/offres\Data_Science\Hadoop_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_137.txt,0.42
../scraping/offres\Data_Science\Hadoop_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_143.txt,0.42
../scraping/offres\Data_Science\Hadoop_job_1.txt,../scraping/cvs\others\others_cv_16.txt,0.14
../scraping/offres\Data_Science\Hadoop_job_1.txt,../scraping/cvs\others\others_cv_275.txt,0.42
../scraping/offres\Data_Science\Data Science_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_8.txt,0.42
../scraping/offres\Data_Science\Hadoop_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_54.txt,0.42
../scraping/offres\Data_Science\Keras_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_121.txt,0.05
../scraping/offres\Data_Science\Keras_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_157.txt,0.12
../scraping/offres\Data_Science\Keras_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_80.txt,0.12
../scraping/offres\Data_Science\Keras_job_1.txt,../scraping/cvs\others\others_cv_109.txt,0.02
../scraping/offres\Data_Science\Keras_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_189.txt,0.12
../scraping/offres\Data_Science\Machine Learning_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_28.txt,0.42
../scraping/offres\Data_Science\Machine Learning_job_1.txt,../scraping/cvs\others\others_cv_28.txt,0.23
../scraping/offres\Data_Science\Matplotlib_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_23.txt,0.42
../scraping/offres\Data_Science\Matplotlib_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_5.txt,0.45
../scraping/offres\Data_Science\Matplotlib_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_10.txt,0.42
../scraping/offres\Data_Science\Matplotlib_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_23.txt,0.42
../scraping/offres\Data_Science\NoSQL_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_87.txt,0.12
../scraping/offres\Data_Science\NoSQL_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_56.txt,0.42
../scraping/offres\Data_Science\NoSQL_job_1.txt,../scraping/cvs\others\others_cv_277.txt,0.42
../scraping/offres\Data_Science\NoSQL_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_86.txt,0.12
../scraping/offres\Data_Science\Numpy_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_169.txt,0.12
../scraping/offres\Data_Science\Numpy_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_48.txt,0.42
../scraping/offres\Data_Science\Numpy_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_74.txt,0.12
../scraping/offres\Data_Science\Numpy_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_19.txt,0.12
../scraping/offres\Data_Science\Pandas_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_74.txt,0.42
../scraping/offres\Data_Science\Pandas_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_83.txt,0.12
../scraping/offres\Data_Science\Pandas_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_6.txt,0.42
../scraping/offres\Data_Science\Pandas_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_29.txt,0.12
../scraping/offres\Data_Science\Pandas_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_20.txt,0.42
../scraping/offres\Data_Science\Python Data Science_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_98.txt,0.42
../scraping/offres\Data_Science\Python Data Science_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_160.txt,0.12
../scraping/offres\Data_Science\Python Data Science_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_34.txt,0.42
../scraping/offres\Data_Science\Python Data Science_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_144.txt,0.12
../scraping/offres\Data_Science\Python Data Science_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_14.txt,0.42
../scraping/offres\Data_Science\R_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_49.txt,0.05
../scraping/offres\Data_Science\R_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_55.txt,0.15
../scraping/offres\Data_Science\R_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_11.txt,0.12
../scraping/offres\Data_Science\R_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_21.txt,0.05
../scraping/offres\Data_Science\Scikit-learn_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_63.txt,0.12
../scraping/offres\Data_Science\Scikit-learn_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_90.txt,0.12
../scraping/offres\Data_Science\Scikit-learn_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_14.txt,0.42
